"","prefix","Replicate","Generation","mean.fitness","mean.prop.SL","Schedule","mean.learning.rate","mean.learning.rate.SL","mean.learning.episodes","mean.best.fitness","environmental.mean.location","perfrom","folder","seed","init_w_range","init_lr_range","init_le_mean","init_prop_sl","mut_rate_w","mut_step_w","lr_homogenous","mut_rate_lr","mut_step_lr","le_homogenous","mut_rate_le","mut_step_le","mut_rate_sl","mut_step_sl","N","G","lifespan","extrapolate_from","nr_replicates","env_sample_size","env_range","init_mean_env","sd_env","env_change","env_change_sd","env_change_type","env_change_rate","SL_type","IL_type","cue_type","sl_homogenous","one_social_parent","success_bias","sl_speed","mut_rate_schedule","differential_learning_rates","schedule_init","file_rep","f","M","f_M","f_M_simple","colSpaces","row","xLabs","Change","Rate","SD","IL","SL","Performance"
"131","110_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",263.64483808912,0.803353127454023,0,0.111385571653589,0.283513935942829,39.9474052973513,310.163388150275,0.0207685002774163,0.849156838018981,".",299204,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"110_0",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.850019209750776
"132","110_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",221.065055624156,0.826352527271364,0,0.25830776866058,0.412906167447537,20.2153683158421,324.04820431969,-0.0730348803423088,0.682724242787893,".",299204,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"110_1",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.7
"133","110_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",232.77913042244,0.602758475752424,0,0.163678703283588,0.303429604907496,31.6120574712644,315.910037032434,0.0788169868038681,0.736356843433191,".",299204,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"110_2",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.736852594520575
"134","110_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",268.812922714393,0.985440281037131,0,0.544184481545927,0.469631004227986,43.9299580209895,307.33919575922,-0.0910970336281959,0.874524237115722,".",299204,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"110_3",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.874645754344298
"135","110_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",279.888085245372,0.927948886108396,0,0.1390728338733,0.364807973342779,25.8878940529735,321.509973108146,-0.0491696368082559,0.870277288161864,".",299204,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"110_4",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.870542467282115
"136","110_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",276.950931700042,0.985331107227936,0,0.632422115984408,0.543567041106347,29.6189020489755,316.886400456372,-0.083091062212034,0.873588971641037,".",299204,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"110_5",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.873975441360639
"137","110_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",275.829537651594,0.639017384555822,0,0.199122870970825,0.275941034094503,18.1306216891554,325.060253857771,0.0430937927669415,0.848431021166892,".",299204,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"110_6",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.848548951703835
"138","110_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",285.855766824783,0.994422871241779,0,1.16503463042519,0.450859536081609,25.8306566716642,320.806679315742,-0.0148356900184808,0.891032614132884,".",299204,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"110_7",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.891053039900831
"139","110_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",206.43018626973,0.100565463590346,0,0.214907975334689,2.48935651774763,0.96875812093953,336.084933228186,0.101380419561534,0.614166891657906,".",299204,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"110_8",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.7
"140","110_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",256.557466829745,0.955358039296652,0,0.34269135608382,2.18725373993403,39.7295862068965,310.33847121904,0.0104773256223338,0.826404270929949,".",299204,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"110_9",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.826702103100405
"141","111_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",260.076965137405,0.956212063413043,0,0.142812497651499,0.673803170865517,25.4080804597701,320.889198483758,-0.0393838132664618,0.810860283918642,".",219567,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"111_0",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.810488375321767
"142","111_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",271.480933264388,0.437908809045277,0,0.272482421345777,0.310212184162919,34.9325982008995,314.181525611044,0.00156987265598201,0.864328334899787,".",219567,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"111_1",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.864089423260618
"143","111_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",267.776432618701,0.614055740098101,0,0.215429043406647,0.271292712429935,48.1893368315842,305.772609715242,-0.0958412087556722,0.875620369430275,".",219567,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"111_2",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.875737146201794
"144","111_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",202.050910164175,0.991426780034883,0,2.42702793908846,0.800565383588556,20.6330019990005,323.323216881809,0.00183341182442279,0.62514754381829,".",219567,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"111_3",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.7
"145","111_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",257.416739986872,0.886474061964668,0,0.198715250629275,0.527672163827336,34.0674572713643,314.028440044028,0.103521988305455,0.819652416332637,".",219567,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"111_4",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.819724289783375
"146","111_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",268.164157120465,0.755547237824238,0,0.195761837123928,0.387016593045677,36.983708145927,312.844696103098,0.111501269709935,0.857090004736588,".",219567,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"111_5",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.857179809857129
"147","111_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",244.482173692469,0.631699918178811,0,0.732834124937181,0.983458137522589,13.7023428285857,328.940072231234,-0.0926772134204598,0.743247865507239,".",219567,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"111_6",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.743242293449143
"148","111_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",277.634774902949,0.610707373290605,0,0.26473222860093,0.227692833805247,25.9258125937031,320.845738698351,0.00395357910729135,0.864774781526853,".",219567,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"111_7",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.865321683963434
"149","111_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",281.045252536797,0.97536219567956,0,0.37749329349975,0.679644120948626,30.7839020489755,317.138893027686,0.0841878992955322,0.886022762347938,".",219567,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"111_8",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.886189801111092
"150","111_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",269.213273883258,0.302072988332864,0,0.179128765543073,0.189742142845177,37.6661469265367,313.12035868051,0.00286473948055472,0.859914015468938,".",219567,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"111_9",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.859775694616995
"151","112_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",226.087366519544,0.863770198763818,0,0.681583833634833,2.23363648962869,6.00180709645177,333.3961839005,-0.0941071483450125,0.677173819641302,".",641104,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"112_0",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.7
"152","112_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",264.794044385018,0.997453648781109,0,1.27525337794823,0.335381652907646,27.8804022988506,318.487475805497,0.0427984115544778,0.831563354034012,".",641104,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"112_1",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.831411168415081
"153","112_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",275.363371048316,0.924132517572364,0,0.165201810606552,0.333177463165617,23.9518985507246,321.33318416052,0.0542863215876612,0.856564499919166,".",641104,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"112_2",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.856940349213233
"154","112_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",236.705327575925,0.5025444740009,0,1.82440368143428,1.82943261845327,25.3669155422289,320.160761601549,0.0249534999898751,0.739194465259199,".",641104,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"112_3",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.739332722697958
"155","112_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",260.314731559355,0.498913234069115,0,2.91383144722189,2.41698115327186,28.9968505747126,318.270484950875,0.0619713536622839,0.817974398759013,".",641104,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"112_4",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.817904090602478
"156","112_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",270.795281591374,0.951950257273563,0,0.466877313547176,0.298168039382809,24.1244227886057,321.480443303598,0.0861457618277861,0.842520024270245,".",641104,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"112_5",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.84233827354668
"157","112_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",238.367005604833,0.538176079935082,0,0.263157423427586,0.282037444767066,11.6921129435282,330.386276786707,0.074012642073938,0.721065070374276,".",641104,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"112_6",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.721479741601736
"158","112_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",223.437139214064,0.416240867265417,0,0.131776532155807,0.514888421781259,26.072375812094,320.627880696402,0.0987035198949076,0.696682470561273,".",641104,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"112_7",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.7
"159","112_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",186.170257016419,0.538951506590205,0,0.492264817908896,0.856673588946127,7.31564917541229,332.893191925487,-0.0862132550186906,0.558771529750213,".",641104,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"112_8",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.7
"160","112_sd_env_0.1_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",279.246826044368,0.786343728901949,0,0.110381318738581,0.190422429467966,33.18788005997,315.517818809295,0.0178128589762769,0.885298761364728,".",641104,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.1,0.25,0.05,"random",10,"ChooseParentLearnSelf","Unguided","Random","true","false","false",1,0,"true",0,"112_9",0.1,0.25,"Change: 0.25 (0.1)","0.25 (0.1)","Change: 10z","Env SD: 0.1","R",0.25,10,0.1,"R","Stimulus Enhancement",0.885042965554824
