"","prefix","Replicate","Generation","mean.fitness","mean.prop.SL","Schedule","mean.learning.rate","mean.learning.rate.SL","mean.learning.episodes","mean.best.fitness","environmental.mean.location","perfrom","folder","seed","init_w_range","init_lr_range","init_le_mean","init_prop_sl","mut_rate_w","mut_step_w","lr_homogenous","mut_rate_lr","mut_step_lr","le_homogenous","mut_rate_le","mut_step_le","mut_rate_sl","mut_step_sl","N","G","lifespan","extrapolate_from","nr_replicates","env_sample_size","env_range","init_mean_env","sd_env","env_change","env_change_sd","env_change_type","env_change_rate","SL_type","IL_type","cue_type","sl_homogenous","one_social_parent","success_bias","sl_speed","mut_rate_schedule","differential_learning_rates","schedule_init","file_rep","f","M","f_M","f_M_simple","colSpaces","row","xLabs","Change","Rate","SD","IL","SL","Performance","group"
"1528","236_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",7,"G-2000",414.823680757971,0.571373549515692,0,0.793079146928786,0.686155034434783,17.3323538230885,435.711398214793,-0.0808507858076827,0.952026065042365,".",349261,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"236_7",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.952060658632288,"0.1_1_0.25"
"1529","236_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",8,"G-2000",397.762593569016,0.72680933962009,0,0.45398015804093,0.317791029112044,24.3369025487256,429.167966281459,-0.135681669257947,0.926803304076218,".",349261,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"236_8",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.926822654112431,"0.1_1_0.25"
"1530","236_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",9,"G-2000",406.514749057421,0.513606811312594,0,0.911571972732334,0.808333358107046,21.6990564717641,431.99855402064,0.0314255939854288,0.940976143366697,".",349261,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"236_9",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.94100951328184,"0.1_1_0.25"
"1531","237_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",0,"G-2000",407.679816412993,0.809907916416642,0,0.522066200193103,0.693386655725887,24.0937091454273,429.310900696902,0.0241554260390577,0.94961599005828,".",656848,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"237_0",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.94961440706771,"0.1_1_0.25"
"1532","237_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",1,"G-2000",401.305078529735,0.491354924301599,0,1.12436935272069,0.952299182086307,22.8501934032984,430.889674274063,0.00992701103880195,0.931292570939131,".",656848,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"237_1",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.931340671381438,"0.1_1_0.25"
"1533","237_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",2,"G-2000",396.987053190155,0.694188243968416,0,0.659222389828986,0.490760788448326,15.5664762618691,437.489201555522,-0.150939559652614,0.907437305066143,".",656848,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"237_2",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.907421375838857,"0.1_1_0.25"
"1534","237_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",3,"G-2000",401.658982202849,0.541940118965517,0,2.29420290050775,1.73775294211844,22.421944027986,431.135349593303,-0.066739410055089,0.931634113064132,".",656848,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"237_3",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.931630826796598,"0.1_1_0.25"
"1535","237_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",4,"G-2000",401.481083001749,0.53228677662049,0,0.905899788795502,0.743872536826537,17.5836076961519,435.946707851524,-0.0492060245105447,0.920918597298602,".",656848,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"237_4",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.920940738330995,"0.1_1_0.25"
"1536","237_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",5,"G-2000",409.197272149725,0.356912800506747,0,0.936056808168666,0.553555277398151,22.9315722138931,430.451367530535,0.0360724227258533,0.950607254765711,".",656848,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"237_5",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.95062370110997,"0.1_1_0.25"
"1537","237_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",6,"G-2000",412.366433895352,0.68463682262044,0,0.555236042789955,0.702695731788356,15.6920914542729,437.358403973313,0.0147015530698493,0.942772140724203,".",656848,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"237_6",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.942857002744399,"0.1_1_0.25"
"1538","237_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",7,"G-2000",414.584555153873,0.625840470881509,0,0.70631654898031,0.788817334417641,19.7133413293353,433.921024753723,0.109473364669896,0.955417793651515,".",656848,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"237_7",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.955437813572586,"0.1_1_0.25"
"1539","237_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",8,"G-2000",403.684786318491,0.474398239113543,0,0.939902481876562,0.75152530704098,23.1128295852074,430.423036109745,-0.035669533834505,0.937829745591551,".",656848,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"237_8",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.937879138549553,"0.1_1_0.25"
"1540","237_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",9,"G-2000",388.341794238581,0.00316599817207861,0,0.426720433928286,3.62874270652924,23.5794857571214,430.258859671964,0.0617154502736484,0.902599823437453,".",656848,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"237_9",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.902577100991386,"0.1_1_0.25"
"1541","238_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",0,"G-2000",405.427306758421,0.745330121711794,0,0.834837014146677,0.808069817117042,23.0674002998501,430.726545397201,-0.0826570303685012,0.941252954073454,".",614323,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"238_0",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.941263804357705,"0.1_1_0.25"
"1542","238_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",1,"G-2000",405.791284842179,0.548114293753523,0,0.974963859882209,0.891010897397151,21.9448945527236,431.890331861019,0.00854101328259555,0.939550499707455,".",614323,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"238_1",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.93957019851225,"0.1_1_0.25"
"1543","238_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",2,"G-2000",392.758993187476,0.667977616492954,0,0.982785915242829,0.85449651148036,21.1870404797601,432.800279475962,-0.00746812018619295,0.907314759831096,".",614323,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"238_2",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.90748322450954,"0.1_1_0.25"
"1544","238_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",3,"G-2000",404.688132108046,0.827130883973013,0,1.42444702937981,0.77645009737926,21.3566191904048,432.282649167616,0.0469301352568728,0.936139396660004,".",614323,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"238_3",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.93616556872522,"0.1_1_0.25"
"1545","238_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",4,"G-2000",403.677026093753,0.560243362301849,0,0.933841094942979,0.685964645422089,20.9186656671664,432.606013546427,0.0238266204228254,0.933077270784822,".",614323,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"238_4",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.933128559135091,"0.1_1_0.25"
"1546","238_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",5,"G-2000",400.253577574563,0.672544025835082,0,0.770423224174013,0.941974077742529,17.0473258370815,435.996329065217,-0.0302642087528116,0.918034269117803,".",614323,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"238_5",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.918020521945019,"0.1_1_0.25"
"1547","238_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",6,"G-2000",417.752019606247,0.486060690763668,0,0.674480207295002,0.728362198485757,15.7771819090455,437.210958732284,-0.0358763278092974,0.955451743418654,".",614323,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"238_6",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.955493020617646,"0.1_1_0.25"
"1548","238_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",7,"G-2000",410.889147196952,0.45488744695997,0,0.7338209514993,0.56384397168076,18.9710819590205,434.155673324138,0.0446128979405064,0.946335604299327,".",614323,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"238_7",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.946409715323897,"0.1_1_0.25"
"1549","238_sd_env_0.25_env_change_0.1_env_change_rate_1_IL_type_Guided_",8,"G-2000",400.922458377161,0.751850880125437,0,1.1821229010052,0.786784374738131,18.3807811094453,435.088018077711,-0.0939837198223728,0.92147925848283,".",614323,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,20000,500,30,10,10,1,0,0.25,0.1,0.05,"random",1,"ChooseParentLearnSelf","Guided","Random","true","false","false",1,0,"true",0,"238_8",1,0.1,"Change: 0.1 (1)","0.1 (1)","Change: 1z","Env SD: 0.25","PB",0.1,1,0.25,"PB","Stimulus Enhancement",0.921474372354589,"0.1_1_0.25"
