"","X","prefix","Replicate","Generation","mean.fitness","mean.prop.SL","Schedule","mean.learning.rate","mean.learning.rate.SL","mean.learning.episodes","mean.best.fitness","environmental.mean.location","sch_num_n1","sch_num_0","sch_num_1","perfrom","folder","seed","init_w_range","init_lr_range","init_le_mean","init_prop_sl","mut_rate_w","mut_step_w","lr_homogenous","mut_rate_lr","mut_step_lr","le_homogenous","mut_rate_le","mut_step_le","mut_rate_sl","mut_step_sl","N","G","lifespan","extrapolate_from","nr_replicates","env_sample_size","env_range","init_mean_env","sd_env","env_change","env_change_sd","env_change_type","env_change_rate","SL_type","IL_type","cue_type","sl_homogenous","one_social_parent","success_bias","sl_speed","mut_rate_schedule","differential_learning_rates","schedule_init","file_rep","LR","LR_type","Performance"
"1666",587,"54_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",6,"G-2000",400.429903573713,0.25,1,0.533027933391854,0.00756983594064123,25,429.071350566517,-0.114216384020335,0,0,1000,0.933199336132106,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",426589,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",1,0,"true",1,"54_6",0.533027933391854,"LR_IL",0.933199336132106
"1667",588,"54_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",7,"G-2000",394.273711646277,0.25,1,0.845340936563768,0.0144486709228616,25,428.461914335182,-0.0484194944041729,0,0,1000,0.920201382560508,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",426589,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",1,0,"true",1,"54_7",0.845340936563768,"LR_IL",0.920201382560508
"1668",589,"54_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",8,"G-2000",344.017890740965,0.25,1,0.827193352428886,0.0371901345254568,25,429.004121365317,0.133516798830385,0,0,1000,0.801897772736352,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",426589,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",1,0,"true",1,"54_8",0.827193352428886,"LR_IL",0.801897772736352
"1669",590,"54_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",9,"G-2000",339.7007842503,0.25,1,1.49246933401309,0.112638769767895,25,428.859465610645,-0.0880902846628336,0,0,1000,0.791993252230209,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",426589,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",1,0,"true",1,"54_9",1.49246933401309,"LR_IL",0.791993252230209
"1670",591,"55_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",396.294737994753,0.25,0,0.711240545967366,0.00475343113995667,25,428.780619175562,0.0634909755763468,0,1000,0,0.924193357093538,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",82551,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"55_0",0.711240545967366,"LR_IL",0.924193357093538
"1671",592,"55_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",400.621873783658,0.25,0,0.536691964638881,0.00328799600485292,25,429.239893055422,0.0123307528402199,0,1000,0,0.933290264011405,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",82551,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"55_1",0.536691964638881,"LR_IL",0.933290264011405
"1672",593,"55_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",393.737627865617,0.25,0,0.3672532065002,0.0036801429520966,25,428.696076853723,-0.082001166074081,0,1000,0,0.918424189247301,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",82551,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"55_2",0.3672532065002,"LR_IL",0.918424189247301
"1673",594,"55_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",401.900193444628,0.25,0,0.487517710171914,0.00340139373799655,25,428.089162687656,0.0422950404044778,0,1000,0,0.938805488410689,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",82551,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"55_3",0.487517710171914,"LR_IL",0.938805488410689
"1674",595,"55_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",395.610554013293,0.25,0,1.35960154494103,0.00899063651052774,25,429.501357356622,-0.0477553751178661,0,1000,0,0.921081147160812,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",82551,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"55_4",1.35960154494103,"LR_IL",0.921081147160812
"1675",596,"55_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",387.31961741959,0.25,0,0.535198677888356,0.00580552910919165,25,429.073653053073,-0.00313373199007996,0,1000,0,0.90262392327447,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",82551,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"55_5",0.535198677888356,"LR_IL",0.90262392327447
"1676",597,"55_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",404.199564890455,0.25,0,0.428583618088156,0.00231707190998796,25,429.15967964043,0.0245005861177311,0,1000,0,0.941821275213194,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",82551,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"55_6",0.428583618088156,"LR_IL",0.941821275213194
"1677",598,"55_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",393.018259774563,0.25,0,0.474899625058421,0.00494735253057421,25,429.496787612044,-0.0358261075606282,0,1000,0,0.915056411225988,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",82551,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"55_7",0.474899625058421,"LR_IL",0.915056411225988
"1678",599,"55_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",400.974260208596,0.25,0,0.565060933656872,0.00327501583175597,25,429.187263435832,0.0149843651531074,0,1000,0,0.934239235744787,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",82551,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"55_8",0.565060933656872,"LR_IL",0.934239235744787
"1679",600,"55_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",404.983216156622,0.25,0,0.465557776370065,0.00256909597765602,25,428.839926178711,0.0544023587581174,0,1000,0,0.944355280833968,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",82551,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"55_9",0.465557776370065,"LR_IL",0.944355280833968
"1680",601,"56_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",388.011234583658,0.25,0,0.405356973568466,0.00266014361812884,25,428.975015921339,0.0496695191766017,0,1000,0,0.904425527849714,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",665577,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"56_0",0.405356973568466,"LR_IL",0.904425527849714
"1681",602,"56_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",391.522669823988,0.25,0,0.55356259005917,0.00453637921448926,25,428.671369922089,0.013111364581914,0,1000,0,0.913335913519275,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",665577,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"56_1",0.55356259005917,"LR_IL",0.913335913519275
"1682",603,"56_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",393.593949378311,0.25,0,0.532287389861319,0.0031244788398937,25,428.655956850875,-0.230089797085957,0,1000,0,0.918198461301904,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",665577,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"56_2",0.532287389861319,"LR_IL",0.918198461301904
"1683",604,"56_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",396.338730783958,0.25,0,0.40728894955922,0.00242420825703838,25,428.799068869815,0.00865376367455472,0,1000,0,0.92430049277272,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",665577,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"56_3",0.40728894955922,"LR_IL",0.92430049277272
"1684",605,"56_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",394.318817270665,0.25,0,0.582622324604498,0.0036039027376067,25,429.203624431284,-0.00819347921204398,0,1000,0,0.918685324671728,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",665577,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"56_4",0.582622324604498,"LR_IL",0.918685324671728
"1685",606,"56_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",396.624704934433,0.25,0,0.439660718932234,0.00402790139108946,25,429.06047336077,-0.0533826054843578,0,1000,0,0.924363254472169,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",665577,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"56_5",0.439660718932234,"LR_IL",0.924363254472169
"1686",607,"56_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",397.325022086507,0.25,0,0.477695316995702,0.00298124496382879,25,428.767989761919,-0.0115216394277461,0,1000,0,0.926659546321362,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",665577,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"56_6",0.477695316995702,"LR_IL",0.926659546321362
"1687",608,"56_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",390.150442941529,0.25,0,0.432253170793053,0.00514591932562574,25,428.671567865517,0.043609323827991,0,1000,0,0.910119609086568,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",665577,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"56_7",0.432253170793053,"LR_IL",0.910119609086568
"1688",609,"56_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",397.467173581209,0.25,0,1.24192527804113,0.00929687284254823,25,429.053635812644,0.0990432199681539,0,1000,0,0.926346981086834,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",665577,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"56_8",1.24192527804113,"LR_IL",0.926346981086834
"1689",610,"56_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",400.852304987806,0.25,0,0.581527090062919,0.00478116749094943,25,428.829828375612,-0.072401074434048,0,1000,0,0.934747280459307,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",665577,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"56_9",0.581527090062919,"LR_IL",0.934747280459307
"1690",611,"57_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",401.557351655872,0.25,0,0.680086332681159,0.00379131229046072,25,429.200059534933,-0.0395896344462019,0,1000,0,0.935585684491456,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",338647,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"57_0",0.680086332681159,"LR_IL",0.935585684491456
"1691",612,"57_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",401.496669002599,0.25,0,0.508557469576562,0.00292004120466167,25,429.234839889205,-0.0304491938842679,0,1000,0,0.935363853957824,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",338647,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"57_1",0.508557469576562,"LR_IL",0.935363853957824
"1692",613,"57_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",389.056345943378,0.25,0,0.561945126730485,0.00548032654361114,25,428.522006312694,0.00830583316692154,0,1000,0,0.907880761533675,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",338647,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"57_2",0.561945126730485,"LR_IL",0.907880761533675
"1693",614,"57_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",391.356304910895,0.25,0,0.495429894730435,0.00334801555358196,25,428.844841001649,-0.111866191088271,0,1000,0,0.912560266282519,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",338647,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"57_3",0.495429894730435,"LR_IL",0.912560266282519
"1694",615,"57_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",400.939681816892,0.25,0,0.411114160748476,0.00301314478810095,25,429.330542550974,0.0289568353191149,0,1000,0,0.93386051468967,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",338647,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"57_4",0.411114160748476,"LR_IL",0.93386051468967
"1695",616,"57_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",398.478069936582,0.25,0,0.472474983437431,0.00283637889384918,25,429.395964208596,0.073967949652114,0,1000,0,0.927962714036618,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",338647,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"57_5",0.472474983437431,"LR_IL",0.927962714036618
"1696",617,"57_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",399.785735398701,0.25,0,0.509349727510495,0.00298279411519215,25,429.386695033933,-0.044279867583918,0,1000,0,0.931032521160587,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",338647,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"57_6",0.509349727510495,"LR_IL",0.931032521160587
"1697",618,"57_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",403.231332912144,0.25,0,0.525930527858221,0.00301009574433703,25,428.822059351124,0.0242942881166717,0,1000,0,0.940312461042493,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",338647,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"57_7",0.525930527858221,"LR_IL",0.940312461042493
"1698",619,"57_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",340.761930889475,0.25,0,0.816038018693803,0.0438481175525132,25,428.722500110845,0.0872289257345382,0,1000,0,0.794867759629602,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",338647,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"57_8",0.816038018693803,"LR_IL",0.794867759629602
"1699",620,"57_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",389.727522257221,0.25,0,0.549768074395352,0.00686998117534663,25,428.710253595052,0.136361629726537,0,1000,0,0.90905605010979,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",338647,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"57_9",0.549768074395352,"LR_IL",0.90905605010979
"1700",621,"58_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",397.019141071614,0.25,0,0.7997141584002,0.00468237700735242,25,429.371739528586,0.00499389783998501,0,1000,0,0.924615042566356,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",939135,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"58_0",0.7997141584002,"LR_IL",0.924615042566356
"1701",622,"58_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",402.416462941029,0.25,0,0.390691761801099,0.00258686728617391,25,429.444203906997,-0.134124956310155,0,1000,0,0.937035418865009,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",939135,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"58_1",0.390691761801099,"LR_IL",0.937035418865009
"1702",623,"58_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",391.802278184608,0.25,0,0.396206851185057,0.00306754882379215,25,429.269651678861,0.0373241326569215,0,1000,0,0.912723525863234,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",939135,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"58_2",0.396206851185057,"LR_IL",0.912723525863234
"1703",624,"58_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",380.418434273113,0.25,0,0.435951808346477,0.004312170668008,25,429.294949183308,0.0965951425367816,0,1000,0,0.88612848319454,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",939135,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"58_3",0.435951808346477,"LR_IL",0.88612848319454
"1704",625,"58_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",401.229256336982,0.25,0,0.484429931114593,0.00223509424433548,25,429.241699371764,0.109425567836512,0,1000,0,0.934706801727737,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",939135,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"58_4",0.484429931114593,"LR_IL",0.934706801727737
"1705",626,"58_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",400.106591989355,0.25,0,0.665318094867616,0.00323568972444533,25,428.774292454873,0.0647804269353823,0,1000,0,0.933110883083388,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",939135,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"58_5",0.665318094867616,"LR_IL",0.933110883083388
"1706",627,"58_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",391.207520538831,0.25,0,0.458371520524688,0.00471022402933538,25,428.401042036332,0.0233649482763318,0,1000,0,0.913112888680366,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",939135,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"58_6",0.458371520524688,"LR_IL",0.913112888680366
"1707",628,"58_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",402.672902708496,0.25,0,0.550641217298551,0.00338031840351769,25,428.360975234833,-0.0304457924754023,0,1000,0,0.940005985816268,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",939135,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"58_7",0.550641217298551,"LR_IL",0.940005985816268
"1708",629,"58_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",395.308809475212,0.25,0,0.690581650444478,0.00362139741305592,25,428.947961674513,0.0086860085910045,0,1000,0,0.921554202037387,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",939135,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"58_8",0.690581650444478,"LR_IL",0.921554202037387
"1709",630,"58_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",403.939628828336,0.25,0,0.501580059283108,0.00356021175315287,25,429.014472278811,0.00273162045673163,0,1000,0,0.941521424673095,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",939135,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"58_9",0.501580059283108,"LR_IL",0.941521424673095
"1710",631,"59_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",400.261006801499,0.25,0,0.359989881134433,0.0032495557092922,25,429.185941150725,0.0188270002861119,0,1000,0,0.932594544488084,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",743816,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"59_0",0.359989881134433,"LR_IL",0.932594544488084
"1711",632,"59_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",401.709305227536,0.25,0,0.63625271063973,0.00260979660904908,25,428.658669116292,0.0625517435436352,0,1000,0,0.937129665296552,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",743816,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"59_1",0.63625271063973,"LR_IL",0.937129665296552
