"","X","prefix","Replicate","Generation","mean.fitness","mean.prop.SL","Schedule","mean.learning.rate","mean.learning.rate.SL","mean.learning.episodes","mean.best.fitness","environmental.mean.location","sch_num_n1","sch_num_0","sch_num_1","perfrom","folder","seed","init_w_range","init_lr_range","init_le_mean","init_prop_sl","mut_rate_w","mut_step_w","lr_homogenous","mut_rate_lr","mut_step_lr","le_homogenous","mut_rate_le","mut_step_le","mut_rate_sl","mut_step_sl","N","G","lifespan","extrapolate_from","nr_replicates","env_sample_size","env_range","init_mean_env","sd_env","env_change","env_change_sd","env_change_type","env_change_rate","SL_type","IL_type","cue_type","sl_homogenous","one_social_parent","success_bias","sl_speed","mut_rate_schedule","differential_learning_rates","schedule_init","file_rep","LR","LR_type","Performance"
"1",1,"1_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",301.963723791221,0.25,0,0.0400864529519246,1.13254292092504,25,428.638043485357,-0.138379217634613,0,1000,0,0.70480782417664,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",322691,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"1_0",1.13254292092504,"LR_SL",0.70480782417664
"2",2,"1_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",1,"G-2000",385.30700639905,0.25,0,0.472808545308246,0.00260782837886817,25,429.257965771414,0.000930529006546727,0,1000,0,0.897572327479793,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",322691,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"1_1",0.00260782837886817,"LR_SL",0.897572327479793
"3",3,"1_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",2,"G-2000",384.254327272864,0.25,0,0.590020856514543,0.00267012745547401,25,429.151112448126,-0.0841517496759355,0,1000,0,0.895420822655458,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",322691,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"1_2",0.00267012745547401,"LR_SL",0.895420822655458
"4",4,"1_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",3,"G-2000",397.121671512944,0.25,0,0.515519819178261,0.00205366208294828,25,428.956667490505,-0.0174726373176607,0,1000,0,0.925790666416005,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",322691,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"1_3",0.00205366208294828,"LR_SL",0.925790666416005
"5",5,"1_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",4,"G-2000",345.877081117886,0.25,0,0.42073666289985,0.00631202578332009,25,428.526185190555,0.0765175181726237,0,1000,0,0.807078978963521,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",322691,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"1_4",0.00631202578332009,"LR_SL",0.807078978963521
"6",6,"1_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",5,"G-2000",390.82982811929,0.25,0,0.559435856751324,0.00262446827443118,25,428.698456826987,-0.0954404822338576,0,1000,0,0.91167007201893,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",322691,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"1_5",0.00262446827443118,"LR_SL",0.91167007201893
"7",7,"1_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",6,"G-2000",333.694532317593,0.25,0,0.466586733671264,0.077816120534554,25,428.854414602399,0.0267631511973013,0,1000,0,0.778229223843278,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",322691,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"1_6",0.077816120534554,"LR_SL",0.778229223843278
"8",8,"1_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",7,"G-2000",338.018465263643,0.25,0,0.928078649511494,0.0260671938916299,25,429.011378856622,-0.0166038657955522,0,1000,0,0.787944846107382,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",322691,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"1_7",0.0260671938916299,"LR_SL",0.787944846107382
"9",9,"1_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",8,"G-2000",369.868452406982,0.25,0,0.465412488071714,0.00302206621430953,25,429.273117769515,0.168624286177626,0,1000,0,0.861622803709281,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",322691,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"1_8",0.00302206621430953,"LR_SL",0.861622803709281
"10",10,"1_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",9,"G-2000",361.427990625367,0.25,0,1.26170987116692,0.512026791967766,25,428.759180527686,-0.0529694145133733,0,1000,0,0.842914150691171,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",322691,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"1_9",0.512026791967766,"LR_SL",0.842914150691171
"11",11,"10_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",409.016749535132,0.25,-1,0.73650752764073,0.269940986234333,25,428.932006674063,-0.0642596714033034,1000,0,0,0.953581683121564,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",124580,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",-1,"10_0",0.269940986234333,"LR_SL",0.953581683121564
"12",12,"10_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",1,"G-2000",403.153432031484,0.25,-1,1.11333568793918,0.432215324870315,25,428.764143889805,-0.110647145295372,1000,0,0,0.940202613861766,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",124580,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",-1,"10_1",0.432215324870315,"LR_SL",0.940202613861766
"13",13,"10_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",2,"G-2000",401.764253853123,0.25,-1,0.589316716108496,0.279766110434233,25,428.68384193953,0.0659223020272464,1000,0,0,0.937160447840539,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",124580,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",-1,"10_2",0.279766110434233,"LR_SL",0.937160447840539
"14",14,"10_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",3,"G-2000",397.312464445077,0.25,-1,0.562315225913243,0.318634261596552,25,428.558557138831,-0.0189989127442879,1000,0,0,0.927072833411915,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",124580,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",-1,"10_3",0.318634261596552,"LR_SL",0.927072833411915
"15",15,"10_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",4,"G-2000",402.986679444778,0.25,-1,0.657851194523338,0.290091348658371,25,429.186238948676,-0.0219135183332384,1000,0,0,0.938951387771389,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",124580,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",-1,"10_4",0.290091348658371,"LR_SL",0.938951387771389
"16",16,"10_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",5,"G-2000",407.711333454273,0.25,-1,0.883492954929885,0.32259523837931,25,428.715505761869,-0.0552093823605602,1000,0,0,0.950982842019223,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",124580,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",-1,"10_5",0.32259523837931,"LR_SL",0.950982842019223
"17",17,"10_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",6,"G-2000",406.886384678711,0.25,-1,0.892253672729135,0.486337185734233,25,428.684300041079,0.10484094172013,1000,0,0,0.949162250529504,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",124580,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",-1,"10_6",0.486337185734233,"LR_SL",0.949162250529504
"18",18,"10_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",7,"G-2000",411.40414215982,0.25,-1,1.0660601655993,0.649627598003398,25,429.174672855572,-0.183744254403929,1000,0,0,0.958573214982423,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",124580,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",-1,"10_7",0.649627598003398,"LR_SL",0.958573214982423
"19",19,"10_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",8,"G-2000",396.961800657871,0.25,-1,0.991121473586107,0.584411586257421,25,428.65890191944,0.0392507149534713,1000,0,0,0.926064127887623,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",124580,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",-1,"10_8",0.584411586257421,"LR_SL",0.926064127887623
"20",20,"10_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",9,"G-2000",404.093371593003,0.25,-1,0.612686463390055,0.398441673122289,25,428.698874003948,0.0884413088476632,1000,0,0,0.942539884121627,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",124580,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",-1,"10_9",0.398441673122289,"LR_SL",0.942539884121627
"21",21,"100_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",395.776561633433,0.25,-1,0.47039505407966,0.486477120466267,25,428.975687714992,-0.0468382193296752,1000,0,0,0.922552600475898,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",728253,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"100_0",0.486477120466267,"LR_SL",0.922552600475898
"22",22,"100_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",400.574488957421,0.25,-1,0.366586091563868,0.400088688846627,25,429.327538652374,0.0305840426068016,1000,0,0,0.93301353647686,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",728253,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"100_1",0.400088688846627,"LR_SL",0.93301353647686
"23",23,"100_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",403.991272109445,0.25,-1,0.527503641316642,0.683730284244128,25,429.309034111744,0.0885839090195003,1000,0,0,0.941029996961721,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",728253,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"100_2",0.683730284244128,"LR_SL",0.941029996961721
"24",24,"100_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",405.704084607446,0.25,-1,0.587994903934933,0.580279212732933,25,428.856932078061,0.143618397780525,1000,0,0,0.945958371242784,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",728253,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"100_3",0.580279212732933,"LR_SL",0.945958371242784
"25",25,"100_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",398.207622237431,0.25,-1,0.655266549206996,0.70875882131909,25,428.951264464818,0.0447741176926537,1000,0,0,0.928348479949221,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",728253,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"100_4",0.70875882131909,"LR_SL",0.928348479949221
"26",26,"100_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",402.599311901949,0.25,-1,0.534846858377511,0.548559352784808,25,428.615113394603,-0.085284788983963,1000,0,0,0.939286450936048,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",728253,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"100_5",0.548559352784808,"LR_SL",0.939286450936048
"27",27,"100_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",398.248642874363,0.25,-1,0.628584689026087,0.465044817703498,25,429.054944402749,0.0715052049304498,1000,0,0,0.928180469403114,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",728253,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"100_6",0.465044817703498,"LR_SL",0.928180469403114
"28",28,"100_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",399.437754917091,0.25,-1,0.537676022326187,0.396064046631884,25,428.893156196102,0.0215462887664818,1000,0,0,0.931300423417487,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",728253,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"100_7",0.396064046631884,"LR_SL",0.931300423417487
"29",29,"100_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",405.719430101149,0.25,-1,0.510319597054773,0.344333296910245,25,429.123302651874,-0.158060221489429,1000,0,0,0.945439555750356,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",728253,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"100_8",0.344333296910245,"LR_SL",0.945439555750356
"30",30,"100_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",401.67653477926,0.25,-1,0.403256441345577,0.320710497053323,25,428.638988793403,0.0668567895169015,1000,0,0,0.937074559505916,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",728253,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"100_9",0.320710497053323,"LR_SL",0.937074559505916
"31",31,"101_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",403.035825784808,0.25,-1,0.537655915376062,0.835466641313093,25,429.167175466867,-0.0208559558182109,1000,0,0,0.939093630436107,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",720232,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"101_0",0.835466641313093,"LR_SL",0.939093630436107
"32",32,"101_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",400.511391547226,0.25,-1,0.603661786033833,0.615295281043778,25,428.814872851724,-0.101743668298176,1000,0,0,0.933987171767587,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",720232,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"101_1",0.615295281043778,"LR_SL",0.933987171767587
"33",33,"101_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",407.38704836092,0.25,-1,0.543015278525787,0.384950963912044,25,428.638160028186,-0.0585404046985207,1000,0,0,0.950371472598897,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",720232,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"101_2",0.384950963912044,"LR_SL",0.950371472598897
"34",34,"101_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",392.086980672314,0.25,-1,0.448927262185957,0.362640140186107,25,429.495548528586,-0.00660449081401799,1000,0,0,0.912852071193012,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",720232,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"101_3",0.362640140186107,"LR_SL",0.912852071193012
"35",35,"101_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",407.08017247961,0.25,-1,0.545194676857971,0.467552417608546,25,428.685192832434,0.106141757677436,1000,0,0,0.949571455782918,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",720232,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"101_4",0.467552417608546,"LR_SL",0.949571455782918
"36",36,"101_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",400.426818578011,0.25,-1,0.388782836102149,0.565152243626137,25,428.913943311594,-0.102384652432939,1000,0,0,0.933591401720814,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",720232,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"101_5",0.565152243626137,"LR_SL",0.933591401720814
"37",37,"101_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",397.300476271714,0.25,-1,0.51960026406092,0.342163772577361,25,429.173955356772,0.055523622423998,1000,0,0,0.925695077769981,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",720232,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"101_6",0.342163772577361,"LR_SL",0.925695077769981
"38",38,"101_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",402.209686057371,0.25,-1,0.352205046895702,0.384878210721839,25,428.909413862919,-0.0294876269176012,1000,0,0,0.937737470223505,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",720232,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"101_7",0.384878210721839,"LR_SL",0.937737470223505
"39",39,"101_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",402.551679371564,0.25,-1,0.501280257131334,0.577185663194553,25,428.936409342929,0.0889546855375212,1000,0,0,0.938474751788542,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",720232,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"101_8",0.577185663194553,"LR_SL",0.938474751788542
"40",40,"101_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",402.500250192254,0.25,-1,0.784087584963118,0.771656037388106,25,428.368564077761,-0.138737789879057,1000,0,0,0.939599956056113,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",720232,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"101_9",0.771656037388106,"LR_SL",0.939599956056113
"41",41,"102_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",386.806628204098,0.25,-1,0.519200738370615,1.0897447947007,25,429.175106094853,-0.0284376190391804,1000,0,0,0.901302794122905,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",440843,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"102_0",1.0897447947007,"LR_SL",0.901302794122905
"42",42,"102_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",404.20591089955,0.25,-1,0.546513581956072,1.39272268737566,25,428.684172548626,0.0328175373127756,1000,0,0,0.942898231378353,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",440843,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"102_1",1.39272268737566,"LR_SL",0.942898231378353
"43",43,"102_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",403.555087994903,0.25,-1,0.500972076686607,0.44597838130035,25,429.760594526687,0.0979866194871164,1000,0,0,0.938979417160842,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",440843,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"102_2",0.44597838130035,"LR_SL",0.938979417160842
"44",44,"102_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",403.359090023988,0.25,-1,0.488313416603898,0.496805772434133,25,428.80701433983,0.0611034822734633,1000,0,0,0.940649732593321,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",440843,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"102_3",0.496805772434133,"LR_SL",0.940649732593321
"45",45,"102_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",407.776449938931,0.25,-1,0.565789034443578,0.521549390183208,25,429.123886482059,-0.0902851182785227,1000,0,0,0.950236595430519,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",440843,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"102_4",0.521549390183208,"LR_SL",0.950236595430519
"46",46,"102_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",401.933158810994,0.25,-1,0.606558460455922,0.416232522450275,25,428.977122790055,0.055832484612019,1000,0,0,0.936952900230697,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",440843,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",1,0,"true",-1,"102_5",0.416232522450275,"LR_SL",0.936952900230697
