"","prefix","Replicate","Generation","mean.fitness","mean.prop.SL","Schedule","mean.learning.rate","mean.learning.rate.SL","mean.learning.episodes","mean.best.fitness","environmental.mean.location","sch_num_n1","sch_num_0","sch_num_1","perfrom","folder","seed","init_w_range","init_lr_range","init_le_mean","init_prop_sl","mut_rate_w","mut_step_w","lr_homogenous","mut_rate_lr","mut_step_lr","le_homogenous","mut_rate_le","mut_step_le","mut_rate_sl","mut_step_sl","N","G","lifespan","extrapolate_from","nr_replicates","env_sample_size","env_range","init_mean_env","sd_env","env_change","env_change_sd","env_change_type","env_change_rate","SL_type","IL_type","cue_type","sl_homogenous","one_social_parent","success_bias","sl_speed","mut_rate_schedule","differential_learning_rates","schedule_init","file_rep","Rate_Mag","Rate_Mag_simple","colSpaces","row","xLabs","Change","Rate","SD","IL","SL","f","M","scheduleMode","Performance"
"33","39_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",409.408020427536,0.00181614039883258,0.138879060469765,0.534143191329385,3.1907113096017,16.0225137431284,437.555466726887,0.0822951218525037,266.855072463768,327.410794602699,405.734132933533,0.935646614483482,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",437247,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"39_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"1",0.93567113557075
"34","4_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",410.784290184508,0.00262139322318821,0.00714042978510745,0.558187140292054,5.90784182458571,15.1773693153423,437.516018730385,-0.0627551385371264,342.054972513743,308.749625187406,349.195402298851,0.93890836952864,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",671844,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"4_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"1",0.93890114326911
"35","40_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",400.586632428086,0.241331413413193,-0.899395802098951,0.945600942976912,0.360165758752274,20.8127896051974,432.558827447326,-0.0882300582143278,927.533233383308,44.3293353323338,28.1374312843578,0.926082171304672,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",105388,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"40_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.9260859032564
"36","41_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",405.103603427436,0.204572078816042,-0.918089955022489,0.923893947823338,0.40230640047956,15.7670404797601,437.454316294603,-0.0245443712775362,941.625187406297,34.8395802098951,23.5352323838081,0.926016036712126,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",857979,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"41_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.926047791364389
"37","42_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",402.450816703998,0.233319222461219,-0.886639180409795,0.958430383262469,0.416449574125087,25.1725452273863,428.818412744228,-0.153652007106457,919.930034982509,46.7791104447776,33.2908545727136,0.938504230347761,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",803513,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"42_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.938511045103007
"38","43_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",403.856387123088,0.00383740581844758,-0.012776111944028,0.534005640592104,0.519092065393103,17.2498980509745,436.052936895602,-0.175120444292824,366.083958020989,280.608195902049,353.307846076962,0.926159350413553,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",946810,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"43_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.926163667187449
"39","44_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",401.032306847026,0.191474182209045,-0.916379810094953,0.774440523309195,0.319496258470465,26.1999310344828,427.626975070565,0.0300243837137381,935.712643678161,44.9545227386307,19.3328335832084,0.937751492856676,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",755265,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"44_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.937808721680501
"40","45_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",403.591092598101,0.0191480372062654,-0.00699000499750125,0.500369295696102,0.107287013019722,19.8097941029485,433.485699488906,-0.0352967331860615,346.851574212894,313.286856571714,339.861569215392,0.93104731198729,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",997438,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"45_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.931036694114588
"41","46_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",409.461434535532,0.00201285609929295,-0.0100829585207396,0.596035973687306,4.17204534170815,17.9723213393303,435.425231457421,-0.0891702790613743,355.154922538731,299.773113443278,345.071964017991,0.940290305340898,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",346230,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"46_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.940371400079447
"42","47_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",402.36099724038,0.237977772516492,-0.911066466766617,0.869079221190954,0.230720528722539,17.1244732633683,436.352105841379,0.0192074355526287,934.751624187906,41.5632183908046,23.6851574212894,0.922097479903042,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",408834,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"47_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.92210165106123
"43","48_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",399.087589133183,0.340233919187806,-0.888272363818091,0.881654380969715,0.339454925087706,22.0682968515742,431.56452925927,0.0874199264395102,916.516741629185,55.2388805597201,28.2443778110945,0.924731840743384,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",993495,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"48_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.92474603929607
"44","49_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",403.344463743228,0.00334108079050916,0.0582598700649675,0.481134670877161,6.01223633505297,18.21535982009,435.283658216892,-0.00804665498273863,314.951024487756,311.83808095952,373.210894552724,0.926612523461161,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",590455,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"49_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"1",0.926624411758299
"45","5_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",402.785970917491,0.314835346381109,-0.8924027986007,1.06212971185952,0.368734654181909,15.295303848076,437.173213923138,-0.162575139868262,921.812593703148,48.7776111944028,29.4097951024488,0.921344970059316,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",893813,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"5_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.921341834516666
"46","50_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",408.455289163118,0.0165268803369423,-0.0271419290354823,0.551182021430735,0.0834032237270215,14.957832083958,437.997811477411,-0.0226281503944328,365.774612693653,295.592703648176,338.632683658171,0.932496885596625,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",751625,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"50_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.93255098189956
"47","51_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",404.524732178711,0.0020077891063946,-0.0426411794102949,0.427615144521839,0.949179082310944,18.1349050474763,435.311991197451,-0.013054544294098,371.626686656672,299.387806096952,328.985507246377,0.929208346314084,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",864544,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"51_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.929275417077185
"48","52_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",401.57315071929,0.178645394651874,-0.896907046476762,0.852607011143728,0.422115502935032,25.4266046976512,428.692794304248,0.00426785568397801,926.988005997002,42.9310344827586,30.0809595202399,0.936691569210716,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",662878,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"52_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.936738746381375
"49","53_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",351.405004017821,0.938679670150575,0.143420289855072,4.82624259687007,10.0902738106107,1.14772213893053,450.121993545727,-0.0543921729766917,321.030984507746,214.517741129435,464.451274362819,0.780841802716673,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",26920,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"53_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"1",0.780688366835207
"50","54_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",406.867666371064,0.00195910149311929,0.0379275362318841,0.552041146347826,8.85866338365367,19.4230339830085,433.710588570115,0.13590015759292,316.773113443278,328.526236881559,354.700649675162,0.938076162573275,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",913776,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"54_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"1",0.938108676830906
"51","55_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",404.205309864468,0.00170736703845884,0.0271034482758621,0.445304069346827,1.55828640189655,19.2148650674663,434.248854893903,-0.048487988995897,331.836581709145,309.223388305847,358.940029985007,0.93082426342982,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",449246,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"55_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"1",0.930814912484282
"52","56_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",403.0225866005,0.151209120672254,-0.892098450774613,0.751518751004398,0.292085781754373,19.5384142928536,433.625794176812,0.0881585347208396,923.689655172414,44.7191404297851,31.5912043978011,0.929370564575442,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",936630,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"56_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.92942484513771
"53","57_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",408.837822772714,0.00184095306523041,-0.0930644677661169,0.571444804145477,9.38195780272214,18.8173288355822,434.352184103698,-0.131483777828601,404.692153923038,283.68015992004,311.627686156922,0.941230462462502,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",265527,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"57_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.941258816543921
"54","58_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",398.17458587976,0.237713816698151,-0.90932383808096,0.926241216855672,0.327178083943778,23.0963168415792,430.380716983458,-0.0997062693703775,933.465267366317,42.3933033483258,24.1414292853573,0.925117257682641,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",298061,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"58_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.925168275824644
"55","59_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",400.184588744878,0.262753939856472,-0.866466266866567,0.981869155930635,0.510603496989255,27.398027986007,426.706892642529,-0.0176969074483408,902.221889055472,62.0224887556222,35.7556221889055,0.937807973776428,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",846999,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"59_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.937844210264797
"56","6_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",403.635532487256,0.198369006225237,-0.918896551724138,0.814828862834583,0.25512994690045,19.8639190404798,432.927948011794,-0.0880778188825787,941.026486756622,36.8435782108946,22.1299350324838,0.932300172334403,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",431341,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"6_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.932338820676599
"57","60_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",390.985897030935,0.0269842183990764,0.0709295352323838,0.325526674048876,0.127562291500841,26.5137311344328,427.622532996652,-0.0776649474949925,318.794602698651,291.481259370315,389.724137931034,0.914367003134481,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",422144,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"60_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"1",0.914324823556471
"58","7_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",357.786855906392,0.902312919906297,0.0876711644177911,6.71350329095352,4.27348742302599,0.0556591704147926,451.67417138071,-0.0602499529626137,308.463268365817,295.402298850575,396.134432783608,0.792058722532968,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",915426,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"7_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"1",0.792134858658585
"59","8_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",400.139263962669,0.293862736691454,-0.913954522738631,0.869653406162968,0.358567614091504,19.1526651674163,434.468414048975,-0.135490043925682,935.278860569715,43.3968015992004,21.3243378310845,0.921016409841201,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",614880,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"8_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.920985855412642
"60","9_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",404.998138565867,0.00142599078958426,-0.0480674662668666,0.594864903553373,2.30742786884108,19.9604357821089,433.231030327586,0.0146038013936097,367.427786106947,313.211894052973,319.36031984008,0.934818353231015,"D:/Groningen_Research/MS_Data/LongRuns_oneEnv_feb21_2024",478679,1,1,20,0.5,0.01,0.1,"false",0.01,0.1,"true",0.01,1,0.01,0.1,1000,2e+05,500,30,1,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0.01,"true",0,"9_0","Change: 0.25 (10)","0.25 (10)","Change: 10z","Env SD: 0.25","PB",0.25,10,0.25,"PB","True Imitiation",0.1,0.25,"-1",0.934831787694499
